"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"ADD","107594-4","Observation","Prid","Pt","Bronchoalveolar aspirate","Nom","Acid fast stain.Kinyoun modified","MICRO"
"BEFORE","107748-6","Camelus dromedarius Ab.IgG","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"CHANGED","107748-6","Camelus dromedarius milk Ab.IgG","ACnc","Pt","Ser/Plas","Qn","IA","ALLERGY"
"ADD","108081-1","Rubella virus RNA","PrThr","Pt","Amnio fld","Ord","Probe.amp.tar","MICRO"
"ADD","108082-9","Rubella virus RNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"ADD","108083-7","Rubella virus RNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108084-5","Toxoplasma gondii DNA","PrThr","Pt","Urine","Ord","Probe.amp.tar","MICRO"
"ADD","108085-2","SARS coronavirus 2 lineage","Type","Pt","Nph","Nom","Sequencing","MICRO"
"ADD","108086-0","Pneumocystis jirovecii DNA","NCnc","Pt","Respiratory System Specimen","Qn","Probe.amp.tar","MICRO"
"ADD","108087-8","Influenza virus A & B RNA","Prid","Pt","Nph","Nom","Probe.amp.tar","MICRO"
"ADD","108088-6","Respiratory syncytial virus RNA","Prid","Pt","Nph","Nom","Probe.amp.tar","MICRO"
"ADD","108089-4","Tick-borne encephalitis virus RNA","PrThr","Pt","Urine","Ord","Probe.amp.tar","MICRO"
"ADD","108090-2","Usutu virus Ab.IgM","PrThr","Pt","Ser","Ord","IA","MICRO"
"ADD","108091-0","Usutu virus Ab.IgG","PrThr","Pt","Ser","Ord","IA","MICRO"
"ADD","108092-8","Rickettsia sp DNA","PrThr","Pt","CSF","Ord","Probe.amp.tar","MICRO"
"ADD","108093-6","Usutu virus RNA","PrThr","Pt","CSF","Ord","Probe.amp.tar","MICRO"
"ADD","108094-4","Usutu virus RNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","108095-1","Usutu virus RNA","PrThr","Pt","Urine","Ord","Probe.amp.tar","MICRO"
"ADD","108096-9","Usutu virus RNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108097-7","Monkeypox virus DNA","PrThr","Pt","Skin","Ord","Probe.amp.tar","MICRO"
"ADD","108098-5","Epstein Barr virus DNA","PrThr","Pt","Respiratory System Specimen","Ord","Probe.amp.tar","MICRO"
"ADD","108099-3","Measles virus genotype","Type","Pt","Urine","Nom","","MICRO"
"ADD","108100-9","Measles virus genotype","Type","Pt","Thrt","Nom","","MICRO"
"ADD","108101-7","Measles virus genotype","Type","Pt","Bld","Nom","","MICRO"
"ADD","108102-5","Measles virus genotype","Type","Pt","XXX","Nom","","MICRO"
"ADD","108103-3","Hepatitis A virus RNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108104-1","Mumps virus RNA","PrThr","Pt","Saliva","Ord","Probe.amp.tar","MICRO"
"ADD","108105-8","Mumps virus RNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108106-6","Measles virus RNA","PrThr","Pt","Thrt","Ord","Probe.amp.tar","MICRO"
"ADD","108107-4","Measles virus RNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108108-2","BK virus DNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108109-0","Pneumocystis jirovecii DNA","PrThr","Pt","Respiratory System Specimen","Ord","Probe.amp.tar","MICRO"
"ADD","108110-8","Aspergillus sp DNA","NCnc","Pt","XXX","Qn","Probe.amp.tar","MICRO"
"ADD","108111-6","Hantavirus RNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","108112-4","Tick-borne encephalitis virus RNA","PrThr","Pt","Bld","Ord","Probe.amp.tar","MICRO"
"ADD","108113-2","Rotavirus Ag","PrThr","Pt","XXX","Ord","IA","MICRO"
"BEFORE","108632-1","Hemoglobin.gastrointestinal","{Measurement}","-","Stool","-","","LABORDERS.ONTOLOGY"
"CHANGED","108632-1","Hemoglobin","{Measurement}","-","Stool^Patient.gastrointestinal","-","","LABORDERS.ONTOLOGY"
"BEFORE","108847-5","Nortramadol","{Measurement}","-","Ser/Plas","-","","LABORDERS.ONTOLOGY"
"CHANGED","108847-5","Desmethyltramadol metabolites","{Measurement}","-","Ser/Plas","-","","LABORDERS.ONTOLOGY"
"BEFORE","109336-8","HER2","{Measurement}","-","Ser","-","","LABORDERS.ONTOLOGY"
"CHANGED","109336-8","HER2 Ag","{Measurement}","-","Ser","-","","LABORDERS.ONTOLOGY"
"BEFORE","11125-2","Platelet morphology finding","Prid","Pt","Bld","Nom","","HEM/BC"
"CHANGED","11125-2","Platelets","Morph","Pt","Bld","Nom","","HEM/BC"
"ADD","111474-3","Associated risk factor","Type","Pt","^Newborn","Nom","","NEONAT"
"ADD","111475-0","Views lateral + Mortise + Broden^W manual stress","Find","Pt","Lower extremity.right>Ankle","Doc","XR","RAD"
"ADD","111476-8","Views + Mortise","Find","Pt","Lower extremity.left>Ankle","Doc","XR","RAD"
"ADD","111477-6","Views + view^W manual stress","Find","Pt","Lower extremity.left>Ankle","Doc","XR","RAD"
"ADD","111478-4","Influenza virus A whole genome segment sequence","ID","Pt","XXX","Nom","Sequencing","MICRO"
"ADD","111479-2","Advanced explanation of benefits","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"ADD","111480-0","Good faith estimate","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"ADD","111481-8","Pregnancy risk status","Find","Pt","^Patient","Nom","","CLIN.RISK"
"ADD","111482-6","Child health surveillance","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"ADD","111483-4","Total score","Score","Pt","^Patient","Qn","Reported.SARC-F","CLIN"
"ADD","111484-2","How many times have you fallen in the past year","Find","Pt","^Patient","Ord","","CLIN"
"ADD","111485-9","How much difficulty do you have climbing a flight of 10 stairs","Find","Pt","^Patient","Ord","","CLIN"
"ADD","111486-7","How much difficulty do you have transferring from a chair or bed","Find","Pt","^Patient","Ord","","CLIN"
"ADD","111487-5","How much difficulty do you have walking across a room","Find","Pt","^Patient","Ord","","CLIN"
"ADD","111488-3","How much difficulty do you have in lifting and carrying 10 pounds","Find","Pt","^Patient","Ord","","CLIN"
"ADD","111489-1","Sacropenia screening","-","Pt","^Patient","-","Reported.SARC-F","PANEL.CLIN"
"ADD","111490-9","Immunization invitation letter","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"ADD","111491-7","Invitation letter","Find","Pt","{Setting}","Doc","Preventive care","DOC.ONTOLOGY"
"ADD","111492-5","Gamma globulin","MCnc","24H","Urine","Qn","Electrophoresis","CHEM"
"ADD","111493-3","MDMB-BUTINACA/Creatinine","MRto","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111494-1","MDMB-BUTINACA","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","111495-8","MDMB-BUTINACA","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111496-6","MDMB-4en-PINACA-BA/Creatinine","MRto","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111497-4","MDMB-4en-PINACA-BA","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","111498-2","MDMB-4en-PINACA-BA","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111499-0","ADB-4en-PINACA/Creatinine","MRto","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111500-5","ADB-4en-PINACA","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","111501-3","ADB-4en-PINACA","MCnc","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111502-1","AB-FUBINACA-M3/Creatinine","MRto","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111503-9","AB-FUBINACA-M3","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","111504-7","5-fluoro ADB-M7/Creatinine","MRto","Pt","Urine","Qn","Confirm","DRUG/TOX"
"ADD","111505-4","5-fluoro ADB-M7","PrThr","Pt","Urine","Ord","Confirm","DRUG/TOX"
"ADD","111506-2","Hepatitis B virus basal core promoter mutation","PrThr","Pt","Ser/Plas","Nom","Sequencing","MICRO"
"ADD","111507-0","Hepatitis B virus precore mutation","PrThr","Pt","Ser/Plas","Nom","Sequencing","MICRO"
"ADD","111509-6","Borrelia sp DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"ADD","111510-4","Acinetobacter calcoaceticus-baumannii complex DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"ADD","111511-2","Hepatitis B virus reverse transcriptase gene mutations","PrThr","Pt","Ser/Plas","Ord","Sequencing","MICRO"
"ADD","111512-0","Hepatitis B virus surface Ag DNA mutations","PrThr","Pt","Ser/Plas","Ord","Sequencing","MICRO"
"ADD","111516-1","Ciclopirox","Susc","Pt","Isolate","OrdQn","MIC","DRUG/TOX"
"ADD","111517-9","Tau protein.phosphorylated 217/Amyloid beta 42 peptide","Ratio","Pt","Ser/Plas","Qn","","CHEM"
"ADD","111518-7","Pimozide","PrThr","Pt","Urine","Ord","","DRUG/TOX"
"ADD","111519-5","LDL.oxidized","MCnc","Pt","Ser/Plas","Qn","","CHEM"
"ADD","111520-3","Borrelia burgdorferi Ab.IgM","PrThr","Pt","Ser","Ord","Line blot","MICRO"
"ADD","111522-9","Borrelia burgdorferi Ab.IgG","PrThr","Pt","Ser","Ord","Line blot","MICRO"
"ADD","111524-5","Cough peak flow","VRat","Pt","Respiratory system.airway","Qn","","PULM"
"ADD","111525-2","Hereditary paraganglioma-pheochromocytoma multigene analysis","MCnc","Pt","Bld/Tiss","Qn","Molgen","MOLPATH"
"ADD","111526-0","traMADol & Metabolites Panel","-","Pt","Ser/Plas","-","LC/MS/MS","PANEL.DRUG/TOX"
"ADD","111527-8","Residential Situation - Congregate Setting - Housing Status","-","RptPeriod","^Patient","-","","PANEL.SURVEY.SDOH"
"ADD","111528-6","Residential situation","Type","RptPeriod","^Patient","Nom","","SURVEY.SDOH"
"ADD","111529-4","Where were or have you been staying","Type","RptPeriod","^Patient","Nom","","SURVEY.SDOH"
"ADD","111530-2","Housing Question Set Condensed","-","RptPeriod","^Patient","-","Housing Question Set Condensed","PANEL.SURVEY.SDOH"
"ADD","111531-0","Congregate setting","Find","RptPeriod","^Patient","Ord","","SURVEY.SDOH"
"ADD","111532-8","Analytical tests in the second trimester of pregnancy","Find","Pt","^Patient","Nom","","OBGYN"
"ADD","111535-1","Albumin transudation rate","Cmplx","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111536-9","Blood Volume.standard error of the regression/Blood Volume.calculated","RelRto","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111537-7","BVA phenotype","Find","Pt","^Patient","Nom","Calculated","HEM/BC"
"ADD","111538-5","BVA report","Find","Pt","^Patient","Doc","","HEM/BC"
"ADD","111539-3","Hematocrit^^adjusted to ideal blood volume","VFr","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111540-1","Amputee correction factor/Ideal blood volume","RelRto","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111541-9","Body weight deviation/ideal weight","RelRto","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111542-7","Erythrocyte volume deviation/Ideal volume","RelRto","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111543-5","Plasma volume deviation/Ideal volume","RelRto","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111544-3","Blood volume deviation/Ideal volume","RelRto","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111545-0","Erythrocyte volume deviation","Vol","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111546-8","Plasma volume deviation","Vol","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111547-6","Blood volume deviation","Vol","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111548-4","Ideal erythrocyte","Vol","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111549-2","Ideal plasma","Vol","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111550-0","Ideal volume","Vol","Pt","^Patient","Qn","Calculated","HEM/BC"
"ADD","111551-8","Symptom absent","Find","Pt","^Patient","Nom","","ADMIN.PATIENT"
"ADD","111552-6","Neurofilament light chain","Zscore","Pt","Ser/Plas","Qn","","CHEM"
"ADD","111554-2","Nectin-4","Imp","Pt","Tiss","Nar","Immunohistochemical","CHEM"
"ADD","111555-9","Observation","PrThr","Pt","Bronchoalveolar aspirate","Ord","Acid fast stain.Ziehl-Neelsen","MICRO"
"ADD","111556-7","Respiratory syncytial virus RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111557-5","Parainfluenza virus RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111558-3","Middle East respiratory syndrome coronavirus RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111559-1","Influenza virus B RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111560-9","Influenza virus A RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111561-7","Rhinovirus+Enterovirus RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111562-5","Human metapneumovirus RNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111563-3","Adenovirus DNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111564-1","Mycoplasma pneumoniae DNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111565-8","Legionella pneumophila DNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"ADD","111566-6","Chlamydophila pneumoniae DNA","PrThr","Pt","Bronchoalveolar aspirate","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","11156-7","Leukocyte morphology finding","Prid","Pt","Bld","Nom","","HEM/BC"
"CHANGED","11156-7","Leukocytes","Morph","Pt","Bld","Nom","","HEM/BC"
"ADD","111567-4","Streptococcus pyogenes DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111568-2","Streptococcus pneumoniae DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111569-0","Streptococcus agalactiae DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111570-8","Staphylococcus aureus DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111571-6","Serratia marcescens DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111572-4","Pseudomonas aeruginosa DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111573-2","Proteus sp DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111574-0","Moraxella catarrhalis DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111575-7","Enterobacter cloacae complex DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111576-5","Acinetobacter calcoaceticus-baumannii complex DNA","NCncRange","Pt","Bronchoalveolar aspirate","SemiQn","Non-probe.amp.tar","MICRO"
"ADD","111577-3","Hematologic malignancy gene fusion panel","-","Pt","XXX","-","Molgen","PANEL.HEM/BC"
"ADD","111578-1","Hepatocyte growth factor receptor Ag expression","Find","Pt","Tiss","Doc","IA","PATH"
"ADD","111579-9","Liver fibrosis progression","Imp","Pt","Ser/Bld","Nar","Calculated.FIB4","CHEM"
"ADD","111580-7","Leptocytes","PrThr","Pt","Bld","Ord","","HEM/BC"
"ADD","111581-5","Melanoma-associated antigen 4 panel","-","Pt","Tiss","-","Immune stain","PANEL.HLA"
"ADD","111582-3","Borrelia burgdorferi Ab.IgG index","PrThr","Pt","Ser+CSF","Ord","","MICRO"
"ADD","111585-6","Manufacturer","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111586-4","Manufacturer","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111587-2","Manufacturer model name","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111588-0","Manufacturer model name","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111589-8","Performed protocol pattern","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111590-6","Performed protocol pattern","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111591-4","Performed protocol strategy","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111592-2","Performed protocol strategy","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111593-0","Algorithm name","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111594-8","Algorithm name","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111595-5","Algorithm parameters","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111596-3","Algorithm parameters","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111597-1","Algorithm source","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111598-9","Algorithm source","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111599-7","Algorithm version","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111600-3","Algorithm version","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111601-1","Background illumination color code sequence","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111602-9","Background illumination color code sequence","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111603-7","Background luminance","ACnt","Pt","Eye.left","Qn","Static Automated Perimetry","EYE"
"ADD","111604-5","Background luminance","ACnt","Pt","Eye.right","Qn","Static Automated Perimetry","EYE"
"ADD","111605-2","Blind spot localized","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111606-0","Blind spot localized","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111607-8","Corrected localized deviation from normal","ACnt","Pt","Eye.right","Qn","Static Automated Perimetry","EYE"
"ADD","111608-6","Excessive false negatives data flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111609-4","Excessive false negatives data flag","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111610-2","Excessive false negatives","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111611-0","Excessive false negatives","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111612-8","Excessive false positives data flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111613-6","Excessive false positives data flag","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111614-4","Excessive false positives","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111615-1","Excessive false positives","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111616-9","Excessive fixation losses data flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111617-7","Excessive fixation losses data flag","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111618-5","Excessive fixation losses","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111619-3","Excessive fixation losses","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111620-1","False negatives estimate flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111621-9","False negatives estimate flag","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111622-7","Catch trials data flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111623-5","Catch trials data flag","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111624-3","Corrected localized deviation from normal","ACnt","Pt","Eye.left","Qn","Static Automated Perimetry","EYE"
"ADD","111625-0","False positives estimate flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
"ADD","111626-8","False positives estimate flag","ACnt","Pt","Eye.right","Nom","Static Automated Perimetry","EYE"
"ADD","111627-6","Foveal point normative data flag","ACnt","Pt","Eye.left","Nom","Static Automated Perimetry","EYE"
